cust_id,Geo,Age,R_ninteen,C_ninteen,R_twenty,C_twenty,R_twentyone,C_twentyone,R_twentytwo,C_twentytwo,R_twentythree,C_twentythree
131438207,Junggu,48,149386.126,873,215007.696,880,134746.967,691,162396.732,538,102501.736,308
131465225,Jinju,48,122581.945,297,173782.995,259,293533.892,250,284660.245,292,86949.7,190
131590422,Yongin,48,78035.804,228,75865.214,172,200784.787,409,244944.84,523,72302.716,140
131875646,Seongdong,47,292008.643,589,262109.738,502,208562.39,701,229740.231,891,102576.997,391
131897711,Yangcheon,47,137280.526,687,149692.092,768,178129.816,716,209319.717,751,91103.998,378
132229449,Mapo,47,118961.279,574,106189.601,500,89650.304,429,143430.361,402,44554.281,157
132299839,Seocho,47,90186.19,323,142628.666,399,153322.306,314,148321.136,294,82559.836,122
132314999,Seongnam,47,54726.513,272,95647.6,338,98698.343,392,123516.457,422,45937.081,201
132428958,Nam-gu,47,3439.18,96,2760.904,51,24299.929,112,139434.929,409,6059.758,25
132536017,Yongsan,47,123520.473,388,141573.501,334,203085.706,424,199349.281,339,61553.441,117
132539731,Seongnam,47,154259.343,1209,159959.748,806,285678.108,871,296176.586,739,202556.986,299
132805736,Gangnam,46,24083.757,84,68725.059,264,163772.329,470,204432.681,694,39885.322,165
132809158,Seongnam,46,35123.33,387,45369.24,402,141604.057,352,166696.168,406,123332.558,229
132949931,Yeongdeungpo,46,48775.296,220,34669.644,278,93928.196,314,149926.976,455,51637.64,220
133044874,Gangnam,46,121732.181,83,162265.611,46,107819.8,67,209188.34,69,27926.4,29
133052357,Goyang,46,86830.598,731,114635.35,696,221323.024,653,382512.644,536,194164.407,194
133088051,Goyang,46,95866.112,289,109079.753,259,127814.23,346,165767.5,400,38219.711,123
133145381,Yangcheon,46,197922.59,663,275949.169,626,189908.446,396,269825.968,492,192355.47,361
133754714,Seongnam,45,133733.982,278,124037.098,229,89758.813,278,206205.456,441,130871.154,176
133945641,Gangnam,45,112019.389,861,86581.86,653,110642.971,685,126347.449,525,14552.858,112
134027599,Gangnam,45,127485.11,201,159372.574,214,92441.954,261,173293.7,269,130804.984,171
134141681,Hanam,44,37791.223,217,48068.028,181,65134.467,247,113470.289,307,51816.2,96
134187886,Nowon,44,70685.484,103,98544.117,91,130843.15,60,132457.94,91,78702.301,78
134380482,Yangcheon,44,32104.48,241,69204.058,451,121331.759,461,238644.597,438,45341.544,193
134473041,Gangdong,44,133842.259,568,137105.202,667,155223.126,609,156665.652,612,75923.857,292
134641575,Yongsan,43,159780.176,696,136433.864,608,120739.337,492,226371.647,577,82132.603,145
135028638,Seocho,41,289235.836,415,196125.572,336,174353.367,405,162037.331,424,80310.635,166
135153703,Gangnam,92,142570.045,330,138759.092,219,137385.229,311,160756.24,318,45395.698,132
135299451,Gangnam,85,166026.008,811,139851.306,684,128614.393,473,192153.097,622,59329.457,306
135533883,Gangnam,80,190580.151,602,126929.442,574,174821.592,606,185576.608,638,138497.307,262
135653997,Gangnam,78,119234.775,396,140921.74,378,120758.98,354,137500.211,399,54525.625,208
135796748,Goyang,76,38857.244,92,107881.114,106,264396.39,121,325356.46,235,34284.1,24
135919465,Gangnam,75,57524.819,1160,48787.578,1021,50490.669,858,185913.44,1376,45519.485,611
136405125,Gangnam,70,256808.389,313,128209.664,245,153708.952,247,185545.434,393,51357.663,107
136580711,Nam-gu,69,47156.26,164,50244.358,166,74011.547,172,130337.125,241,59400.175,133
136604898,Songpa,69,171754.824,341,160350.176,275,292417.224,375,574003.787,437,57979.388,64
136671849,Songpa,68,86393.284,594,98594.538,638,118225.548,781,141442.427,791,78095.435,325
137030707,Junggu,66,127216.824,651,126923.424,888,147878.492,918,125286.36,864,74519.543,467
137069429,Bucheon,66,0,0,106780.8,18,173079.923,387,196969.741,415,105769.926,176
137080877,Gangnam,66,301878.814,324,211929.22,342,213347.675,502,207025.403,254,64934.261,126
137097216,Gangdong,66,120037.801,880,108273.259,825,113938.516,821,164527.767,737,137182.505,501
137189351,Gangnam,65,28789.156,353,53495.118,405,137369.662,362,168065.783,406,40124.324,147
137282894,Gangnam,65,0,0,0,0,83849.559,561,317125.814,686,73311.685,277
137392699,Seongdong,64,136509.462,433,126035.73,336,245089.731,324,205630.943,452,93195.477,105
137813648,Seongdong,62,108445.203,485,126566.934,760,145375.535,608,255602.898,675,243267.352,260
138005306,Cheongju,61,373.77,5,154076.35,540,231477.51,613,91809.701,593,41098.01,257
138251953,Gangnam,59,38543.412,540,56346.195,355,293753.184,541,321017.906,809,102818.172,328
138252541,Yongsan,59,95744.956,393,160062.497,628,184775.133,568,135661.496,710,64070.324,395
138262609,Guri,59,177472.535,421,155731.8,378,166698.121,380,189504.136,358,149757.388,186
138438684,Yangcheon,57,0,0,227690.225,369,134160.33,578,137418.082,895,131236.799,360
138546947,Seongbuk,57,51985.571,453,56784.037,380,98464.528,297,136271.9,234,16917.904,75
138647584,Gangnam,56,134271.275,697,107535.574,377,160506.928,475,158108.704,511,77834.018,226
138718024,Gangnam,55,182230.083,656,108743.992,370,106188.153,652,140811.166,376,13777.143,163
138743266,Goyang,55,17790.4,74,59968.176,174,106906.96,247,169079.944,370,16297.846,71
138790874,Suseong,55,178102.746,636,140338.827,517,185409.204,646,276704.3,596,120638.905,302
139084406,Yeonsu,52,16054.27,39,14852.66,49,45249.432,119,162528.078,425,77708.074,205
139094925,Seongdong,52,148420.498,802,131975.583,595,145245.361,504,285605.395,701,136357.301,368
139271124,Junggu,49,72891.897,201,109065.68,241,246918.627,238,194656.187,262,51552.366,100
139336896,Gangnam,47,106825.223,704,134195.298,823,229129.17,1112,186127.723,713,127777.333,384
139342458,Gangnam,46,64341.167,281,326189.501,341,128977.033,308,128302.508,385,29248.765,217
139503033,Gangseo,41,0,0,0,0,113494.909,220,138433.52,376,44256.501,184
142393695,Goyang,53,64842.047,362,71705.721,309,93157.828,355,156753.081,375,74319.217,227
142411201,Goyang,58,122489.401,617,195725.179,528,190381.765,484,131035.819,492,23576.369,127
142420802,Yongsan,56,71816.272,462,109757.384,534,115569.207,457,128673.822,363,46320.15,152
143489268,Geumjeong,76,192568.749,519,260231.062,494,356154.554,471,362165.37,690,231872.981,389
143513911,Gangnam,54,143341.91,480,127387.326,482,238898.63,617,272300.859,536,156805.323,233
143631003,Seongdong,65,59640.28,124,97989.465,179,165337.245,282,135511.915,325,54618.752,167
150279435,Bucheon,51,100291.181,553,94137.966,484,161694.717,625,128457.746,485,83736.013,246
150306401,Gangnam,63,178457.341,405,112622.276,482,117409.929,459,149472.269,424,42488.008,181
150374322,Yongsan,54,134939.739,397,242853.486,318,256037.146,369,147626.854,320,65635.278,152
150395932,Gangdong,38,31332.536,1641,36000.005,1172,115361.547,1679,187516.06,2039,42956.883,718
150396649,Yongsan,61,87551.893,410,115863.565,376,80141.195,398,135738.154,440,38367.432,136
700002321,Songpa,63,29435.575,244,102640.286,250,202092.991,89,218401.175,163,194700.248,149
700207671,Yongin,58,0,0,4062.964,21,91908.06,174,132343.356,255,70577.073,172
700213532,Gangnam,67,58905.992,244,69282.736,240,58125.202,204,135119.947,264,125192.854,125
700252527,Gangnam,49,63501.522,297,113429.143,262,141416.782,257,152537.615,455,131253.957,230
700347141,Gangnam,62,118602.457,398,138257.222,369,106114.639,310,199249.089,437,164239.291,171
700360521,Seongnam,38,133280.322,229,265545.894,479,185522.371,534,126844.108,400,34711.267,95
700487271,Eunpyeong,43,971802.77,322,1001067.18,311,1232467.321,371,1352391.544,475,685539.579,269
700539778,Sasang,77,162409.048,330,138217.322,392,146822.237,325,157833.61,481,97106.36,260
700610365,Gwangmyeong,61,261561.656,436,153123.691,320,295583.659,289,211160.545,272,120086.238,78
700615628,Seongnam,45,58035.41,248,23599.201,168,56261.723,238,109357.747,543,64468.138,245
700641717,Yangcheon,42,4512.75,65,4282.84,71,9672.3,57,212783.199,328,138690.643,130
700972535,Seongbuk,49,39636.615,245,46293.936,224,124524.599,463,336303.196,378,120732.594,282
700984408,Gangseo,59,91768.095,562,133548.582,648,232922.079,693,153518.964,674,74823.069,319
701000237,Yeongdeungpo,59,66.9,5,1665.18,48,32982.024,262,131456.152,360,127046.212,220
701015289,Bucheon,59,88650.194,634,92243.696,568,101296.767,561,197237.305,559,50261.808,292
701086303,Gangnam,46,76561.926,247,76717.068,255,131372.581,331,128627.249,330,74161.66,170
701173746,Songpa,41,80720.97,228,86478.45,248,108545.227,320,140091.939,325,91711.747,220
701210809,Gangnam,57,163190.722,358,193332.915,528,260550.484,576,137332.038,533,85854.875,260
701224321,Yangcheon,64,126334.956,591,107814.191,455,110056.719,510,136711.561,539,86324.819,312
701305919,Gangnam,47,314383.331,282,274173.417,402,668384.421,344,420114.037,263,257425.15,85
701339638,Mapo,52,0,0,0,0,0,0,133067.889,204,52652.851,202
701606637,Bucheon,56,219716.514,543,181807.198,314,165713.364,354,182870.304,401,80693.717,198
701740731,Yeongdeungpo,44,0,0,0,0,35389.052,314,104900.085,553,79397.04,190
701894705,Bucheon,55,124555.517,451,109157.082,381,187272.073,416,191162.65,413,80690.19,174
702207988,Siheung,62,136135.192,439,134848.585,444,131297.728,364,134662.835,379,32263.709,179
702294461,Yeongdeungpo,54,80007.89,182,38485.23,112,84798.33,221,143932.12,273,135009.8,220
702442767,Seongnam,44,109319.76,684,93175.462,480,147963.438,620,163151.029,651,50234.274,215
702533671,Gangnam,53,60823.811,217,81540.57,219,105391.724,297,210573.193,343,49365.993,230
702677349,Yongin,59,188288.825,416,108015.97,369,117310.655,283,192573.944,301,119654.385,156
702737672,Hanam,42,0,0,0,0,0,0,308785.795,3,111515.282,20
702781973,Gangnam,68,84184.552,230,18269.572,65,619.804,11,217491.979,457,39845.442,195
702816595,Seongdong,67,163274.795,540,228923.618,532,184417.175,469,186804.229,451,88319.812,189
702935228,Goyang,42,122335.191,227,68939.203,221,93791.647,229,150111.349,341,68634.313,230
702947915,Junggu,44,124854.591,330,113644.574,278,114564.907,288,148909.984,363,64605.506,166
703161235,Gangnam,38,87832.757,243,90128.278,169,131473.983,306,296128.94,311,20492.42,31
703279641,Yangcheon,48,93384.691,986,86565.691,559,117964.663,567,132430.777,629,55830.971,432
703339357,Seongnam,50,96995.424,349,133325.208,506,167418.125,401,139139.168,390,45569.373,196
703392709,Yangcheon,44,114994.97,670,93747.149,464,60614.443,261,123040.637,421,84356.68,219
703430863,Yangcheon,40,59990.413,777,88126.343,472,121592.303,391,166403.259,637,124125.091,286
703613072,Yongsan,64,178771.457,901,263120.289,956,198246.5,659,213681.624,674,99204.978,228
703683801,Suwon,49,111354.133,386,135553.562,356,100234.195,385,152590.537,514,43210.231,194
703711418,Gangnam,55,62816.031,608,81851.892,666,100810.54,576,125366.581,568,91895.698,318
703854946,Yangcheon,61,64100.291,877,62164.774,622,64827.818,660,149228.276,701,32780.376,358
703870109,Seongdong,78,130991.869,792,80086.092,830,114807.191,889,140668.739,844,34033.892,266
704050581,Gangnam,51,69974.701,591,115374.076,621,122637.03,646,123238.732,607,67191.31,235
704229196,Seocho,47,241301.54,411,172019.619,349,170002.352,452,156396.993,538,64623.673,206
704353568,Gangnam,50,107617.147,432,105822.31,465,119036.102,439,216295.86,405,108934.849,154
704378901,Seocho,44,119319.542,205,82264.564,156,86959.659,219,124826.736,323,66308.83,130
704432766,Seocho,44,87532.053,657,54898.744,612,72789.699,501,126858.931,524,49116.744,273
704543762,Gangnam,52,60054.845,292,88274.876,459,144413.157,578,174540.355,580,143440.873,318
704682318,Bucheon,67,158729.121,900,123913.109,653,116954.772,783,127394.727,710,43803.845,289
704721057,Gangnam,59,63604.965,256,94747.43,405,102958.023,448,126213.749,490,36032.678,236
704821511,Bucheon,61,130978.718,749,134114.842,714,109631.882,662,137762.896,819,71124.346,332
704896145,Gwangjin,64,121932.236,373,88977.633,241,129376.375,262,125401.084,324,94536.722,144
704915786,Gangnam,45,69962.904,379,61748.414,340,29082.9,182,126849.989,282,44544.014,119
704995764,Seongbuk,66,78007.721,157,101161.101,270,111521.157,404,137543.771,649,59819.883,516
705151931,Eunpyeong,53,60514.626,387,70202.006,393,63144.78,282,124222.233,324,28762.876,198
705325072,Bupyeong,55,65389.271,348,66237.692,368,68521.116,475,139981.419,594,40490.631,218
705328101,Gangseo,50,165588.106,354,215240.916,303,318127.112,493,355895.605,657,166841.726,343
705438131,Seongnam,48,108489.886,353,111109.235,347,134539.89,455,178303.851,435,80371.69,216
705492391,Gangnam,50,70036.728,472,63407.871,378,92095.464,457,124891.379,465,79138.292,236
705530996,Eunpyeong,54,59962.877,110,61174.805,182,115590.916,242,133049.592,261,45818.337,104
705593663,Gangnam,41,90605.169,501,93162.954,550,103714.834,517,150866.191,600,31201.87,244
705595271,Gangnam,60,109328.703,344,147996.576,465,114178.728,462,241269.968,483,56351.217,185
705859185,Yeongdeungpo,61,333592.268,574,300669.355,587,288134.466,598,345909.628,586,84462.691,185
706147785,Gangdong,64,43840.441,291,56429.744,269,52420.971,331,160584.395,309,27949.424,184
706164572,Songpa,54,80174.028,332,34925.978,245,76299.081,314,141074.957,405,63227.016,172
706195376,Gangnam,42,127009.131,618,120192.854,556,128208.742,420,141055.334,487,42424.723,144
706400451,Yangcheon,45,140798.44,357,146197.471,332,115093.208,451,123498.078,357,113677.931,191
706401863,Junggu,49,85547.796,441,92142.676,410,146877.384,393,299965.688,468,80546.918,210
706417173,Mapo,53,110485.322,254,166129.999,444,137663.572,397,182924.803,560,77509.911,267
706681781,Seongnam,45,87646.879,550,134507.323,426,117464.238,416,173878.532,610,46503.658,265
706722491,Songpa,47,107231.153,298,149227.21,308,101352.409,275,143783.678,361,37563.516,153
706812321,Seongdong,46,141616.099,670,131522.847,637,162422.169,384,245494.721,582,57286.76,190
706973392,Seocho,66,68775.251,494,78389.122,453,61470.668,299,123985.253,448,29467.026,159
707062401,Yangcheon,65,156669.61,1184,134659.56,1086,173731.997,1059,156837.576,911,70787.614,403
707147391,Gangnam,60,95520.556,292,209308.818,397,309174.766,340,175962.598,305,42105.736,117
707279678,Songpa,43,21609.92,115,36015.592,115,121176.934,270,432827.425,475,76381.56,216
707460201,Yongin,41,19901.35,133,101169.065,201,104357.87,300,170403.144,330,26816.22,143
707495831,Seongnam,52,47428.11,157,59062.75,133,97863.71,215,171127.126,292,140693.69,173
707540682,Seo-gu,54,46135.239,209,355807.303,365,139477.566,83,186180.83,223,57137.65,96
707549523,Yangcheon,46,65689.15,238,35358.824,139,65277.851,154,144623.108,240,79703.819,238
707862456,Paju,42,176064.993,607,37494.598,284,171446.279,311,180429.013,306,96576.766,162
707879109,Gimpo,61,59164.987,374,68687.607,357,121527.609,467,159201.898,611,78472.635,287
707934182,Gangseo,46,291932,404,258825.208,345,280375.883,333,289343.432,321,141391.061,161
708005388,Seocho,60,33842.832,319,31198.979,394,54540.741,520,127798.058,588,50925.39,203
708083642,Anyang,47,118903.628,892,141201.786,1075,218843.026,1411,116769.963,743,115359.285,398
708087365,Anyang,67,103895.326,348,103403.74,289,108610.927,329,217000.057,385,111046.604,191
708203251,Pohang,39,112660.808,327,82598.922,273,119130.963,267,167032.385,311,81354.03,88
708297166,Gwangjin,42,48274.38,130,77357.454,214,107189.485,415,161593.948,598,131976.998,274
708366707,Gwangjin,48,4231.879,42,55230.024,106,117807.152,289,140210.609,393,73226.247,200
708425541,Bucheon,54,83611.576,470,60145.54,249,71404.701,266,133537.503,418,74479.79,177
708462761,Yangju,42,168706.718,629,118657.437,676,140676.02,331,239343.996,644,39457.644,227
708550434,Songpa,47,209305.665,666,212258.894,377,166855.761,140,471754.902,346,244050.896,98
708885956,Gangseo,42,106231.974,438,83935.424,404,85677.079,379,126216.487,411,46370.805,193
708947869,Gangnam,42,125876.295,363,140211.143,372,147001.058,340,249127.017,478,127363.148,274
709015551,Gangbuk,41,0,0,13866,5,26117,33,123266,117,27949.98,37
709913454,Bucheon,56,94637.989,426,119861.558,471,155016.814,528,141982.2,446,98557.778,216
709927157,Gangnam,52,134981.402,501,80866.688,364,53914.892,221,142997.211,406,83223.742,183
709946911,Suseong,60,142121.298,604,106274.363,466,182194.058,360,106872.544,349,33144.669,159
709988888,Gangnam,50,97215.476,294,88285.343,286,123041.634,224,156528.642,450,111640.952,190
709990138,Gangnam,63,324236.014,283,218075.198,259,235947.822,249,355435.087,242,143349.61,128
710046541,Yongsan,42,48606.768,318,93280.06,302,70599.918,190,229277.638,174,18558.331,38
710627163,Gangnam,63,404019.434,482,276396.797,555,531555.45,563,715596.035,627,140549.846,237
710689165,Goyang,44,10637.38,3,8699.52,5,97591.57,37,195749.27,79,154953.47,80
710691907,Seongnam,58,84887.163,439,52234.498,343,60589.673,316,220700.892,321,125211.552,190
710851911,Yongsan,43,211474.662,53,214923.2,165,158949.16,152,198652.019,207,120001.1,95
710959729,Seongdong,45,4487.155,125,15195.366,245,57825.55,254,187559.618,318,88435.695,132
711313196,Gangnam,67,190587.898,1148,192336.455,1014,230384.442,1003,323351.932,1182,162723.798,452
711382945,Goyang,67,122556.379,666,121609.624,457,138193.491,365,125133.076,318,29356.404,109
711521743,Seocho,53,155304.999,452,111812.819,503,133210.895,495,236172.794,472,175232.963,335
711660251,Seongnam,40,71503.006,645,69522.113,460,146220.92,462,136640.95,676,103656.496,307
711805085,Bucheon,49,113093.777,397,142958.007,348,143461.795,406,130030.974,421,82054.995,210
711878479,Yangcheon,40,76184.451,899,121335.675,935,104196.542,1128,162165.845,1141,75121.362,569
711950061,Gangnam,44,5090.748,38,72482.95,51,254136.98,242,572038.821,436,168417.541,146
712056031,Gangnam,61,147890.418,399,170439.947,448,174119.761,461,248876.633,538,165919.052,191
712085661,Gangdong,62,65881.202,363,22336.241,130,68851.013,297,111819.464,505,70787.572,254
712208141,Songpa,49,2285.697,23,3611.818,33,46038.808,243,129349.106,546,34988.35,164
712501583,Goyang,48,17480.998,76,36046.031,179,109492.627,351,149532.992,363,29073.208,67
712569357,Seocho,47,87183.6,302,91020.558,226,89345.867,163,196559.572,372,132463.398,249
712632396,Yangcheon,48,113535.495,575,141358.417,477,96591.178,435,142619.986,407,75499.667,256
712704251,Yeongdeungpo,58,126720.296,413,126572.098,500,137524.963,630,209533.053,577,58022.179,345
712809341,Yangcheon,44,76302.529,509,65412.781,463,134501.133,524,126026.421,552,56651.836,319
713217296,Bucheon,59,109107.307,587,80988.746,611,136334.98,654,160881.536,680,148033.83,315
713294017,Seo-gu,45,74543.181,652,67447.306,584,114756.087,523,204225.284,820,112784.022,299
713294032,Pyeongchang,54,17068.698,67,129760.434,172,95262.382,255,134874.91,343,37847.53,185
713318347,Gangnam,51,81230.683,521,100760.439,433,180142.236,416,128389.34,361,14423.742,85
713388793,Goyang,45,13159.08,64,59138.072,184,97359.962,296,125272.815,283,66833.42,187
713436189,Mapo,47,1006865.57,348,615538.163,317,1202710.548,363,1949603.325,322,192759.236,115
713808999,Goyang,61,139140.076,438,97323.811,286,124027.305,331,150983.971,405,128053.353,269
714064056,Paju,52,37256.797,341,57195.319,245,96599.852,363,168570.219,421,60295.056,236
714103174,Yangcheon,43,51787.146,231,91910.583,282,90975.641,288,138319.66,396,46940.17,158
714113693,Seongnam,53,55587.394,277,115701.774,347,147488.654,516,145144.674,520,61370.144,181
714305267,Hanam,44,189734.269,521,155128.695,397,114078.023,373,195490.65,321,144061.52,194
714435261,Goyang,42,81.299,3,155704.194,659,237005.174,635,265844.271,582,79999.918,297
714497521,Songpa,45,119122.921,1015,157478.36,909,128753.51,1028,345836.99,1308,127027.48,819
714671501,Yangcheon,51,113057.052,582,104226.031,598,104936.556,724,125968.503,590,60962.844,142
714679275,Seo-gu,51,98049.176,380,116228.581,398,145476.923,425,135065.475,413,69775.48,153
714832168,Guro,61,102832.701,556,100295.252,419,137144.851,524,120273.92,636,55580.194,360
714889587,Seocho,54,271533.963,789,302625.349,726,342525.617,807,383069.97,892,117776.846,371
714903501,Guro,49,75614.01,280,122232.311,385,121541.565,510,125291.184,477,16198.255,169
714903526,Goyang,44,328917.03,99,559801.7,50,556368,34,347334.108,38,333661.5,28
714945044,Seongbuk,45,2164.182,73,318.4,10,801.56,37,122524.55,121,13526,14
715151784,Yongin,50,120346.289,291,117960.481,410,126401.61,424,122804.481,365,41662.011,203
715385829,Goyang,50,5913.726,23,137804.492,221,229731.698,257,259154.71,264,59984.9,58
715437361,Gangnam,70,101567.837,624,118689.389,597,78348.057,614,135434.532,621,42655.898,370
715497726,Gimpo,56,92159.907,320,100970.746,326,138102.866,417,164360.392,331,56495.92,115
716006975,Namyangju,41,29011.32,235,89753.522,225,150512.35,295,206842.75,330,31698.3,62
716051393,Seongnam,64,161135.002,407,233173.224,497,147768.841,404,258779.326,477,105975.436,245
716295327,Seongbuk,50,68948.9,137,232335.75,223,228333.308,288,173478.65,430,56757.61,179
716517401,Goyang,68,180076.048,343,100545.449,441,128018.401,464,163589.606,465,103294.314,238
716611151,Goyang,50,117170.652,435,70966.805,265,81091.234,221,126918.741,453,86695.437,268
716856146,Gimpo,57,33135.98,59,55748.464,100,53604.53,106,146245.687,211,66276.148,107
716984817,Yangcheon,55,85413.322,227,68683.023,183,123201.891,292,177483.408,369,103255.982,244
717097741,Goyang,64,60733.736,506,87932.426,552,142457.917,453,182100.732,566,64150.257,349
717413913,Seongnam,48,19892.391,42,8297,19,26257.97,96,143938.343,305,30959.119,153
717520413,Goyang,43,13515.98,75,8531.3,79,93305.07,79,136296.305,159,31343.2,72
717557409,Suseong,63,114685.231,489,153365.121,647,127033.062,584,123179.267,333,92573.319,219
717720081,Bupyeong,55,38559.456,452,53418.05,319,81941.527,389,127558.205,403,89520.389,267
717798271,Suseong,64,42745.67,62,16961.819,95,31878.28,172,120940.642,266,58329.59,78
717811647,Seodaemun,53,44758.098,372,145601.801,475,113604.386,595,207019.729,581,53562.478,281
717860076,Suseong,50,99884.268,230,147525.682,424,95239.934,343,163261.927,308,119508.065,148
717990129,Seongnam,38,208646.438,494,296015.424,634,351860.373,504,262563.53,396,181513.473,236
718057592,Seongbuk,47,60.01,1,465.53,6,515.4,7,161888.1,13,125149.804,86
718547586,Gangnam,40,61517.103,510,106566.173,355,134926.654,477,183792.165,410,124030.402,233
718550313,Yangcheon,50,153673.782,762,134110.673,628,130538.356,568,127997.923,504,56153.406,294
718780275,Goyang,51,93193.249,324,80250.495,410,165037.517,289,298446.611,520,78090.231,212
719341659,Seocho,51,76349.67,206,69989.725,141,49580.529,114,207141.668,140,71019.357,111
719439643,Guro,64,239484.999,776,224044.054,748,297557.547,821,329761.049,680,169497.656,377
720281813,Jongno,67,79583.295,577,88827.078,470,114807.993,321,130526.298,419,59111.62,175
720441781,Goyang,42,98332.33,423,123694.545,303,125607.211,440,133320.667,333,109542.534,211
720567938,Suseong,61,218259.958,340,164261.512,345,124243.941,347,146066.528,339,175577.1,162
720785581,Haeundae,53,128884.916,151,95031.3,70,198841.331,131,94059.984,172,29564.219,71
720952021,Dalseo,74,150962.55,529,130409.597,356,148932,405,163780.92,361,82000.185,262
720953461,Gangnam,40,206761.925,609,177529.497,498,143770.513,468,212143.285,621,184708.911,268
721273357,Gangnam,50,167114.184,1174,152940.37,1127,150512.059,1014,158763.194,794,73462.106,309
721291231,Junggu,43,39286.389,282,85990.464,188,145456.761,217,151501.332,435,55109.959,259
721301055,Suseong,47,166663.398,415,159746.375,475,120051.376,405,157636.744,553,73946.09,271
721386428,Dalseo,63,172197.255,461,139796.369,226,258055.594,238,202642.652,293,188476.93,194
721730353,Bucheon,58,190242.223,548,139043.095,393,141202.301,475,179042.981,446,193622.921,314
721837182,Goyang,42,73653.47,216,58194.026,180,107682.562,274,153819.996,410,123684.246,241
721913569,Dalseo,53,196705.47,1275,131603.732,1024,154718.469,622,121926.667,505,65692.3,248
721985369,Seongbuk,64,74121.921,604,77518.08,554,90076.294,615,125313.538,613,104512.522,301
722304896,Gangseo,42,155187,162,118068,106,344769.2,238,360741.814,334,140422,121
722379411,Suseong,50,127031.377,212,183711.623,248,164237.98,235,248333.248,239,91819.244,124
722490696,Seo-gu,56,47306.176,143,51734.595,196,89201.622,175,124339.208,251,33249.341,94
722529184,Dong-gu,42,736.8,15,101989.325,165,295228.727,156,440477.032,329,160826.58,87
722539361,Gangnam,48,55776.036,358,77527.513,300,114117.596,245,165480.637,411,77798.367,155
722586309,Suseong,65,98941.294,288,125171.283,275,135374.365,230,141734.723,261,29878.44,92
722614533,Suseong,57,59757.176,230,89320.223,432,104342.8,365,136369.294,394,28416.91,132
722622571,Suseong,67,120855.704,648,108650.828,457,103873.807,618,125658.58,646,58566.225,430
722655897,Suseong,54,187743.829,376,222404.702,439,239838.138,395,174004.73,345,73409.583,138
722672881,Dalseo,49,164755.856,205,153673.17,142,196004.907,301,168459.94,299,114616.96,139
722711382,Suseong,66,48051.128,323,90043.078,359,77457.99,395,181219.089,478,63906.741,187
722717232,Suseong,76,127519.974,478,177766.183,366,132965.707,451,214616.914,651,65009.12,328
722824804,Junggu,68,92196.623,563,92198.103,516,120199.003,531,132269.343,529,48949.666,234
722909605,Nam-gu,67,121005.579,423,123737.286,425,140786.588,526,184044.749,464,77795.86,255
722970355,Guro,40,8482.27,239,3750.894,100,48325.01,397,123056.553,636,29306.719,251
723099316,Pohang,50,28571.67,490,63534.346,541,93832.186,591,128023.479,477,41597.615,160
723115806,Gwangju,36,4383.96,34,84656.8,97,161979.079,645,127140.721,609,7785.649,172
723144717,Paju,51,115059.563,380,264796.371,366,254373.545,358,217967.676,343,90123.405,177
723186301,Dalseong,65,69792.376,254,120503.884,272,129692.625,323,133972.896,299,106513.716,163
723269671,Gangnam,45,6044.881,104,2662.002,62,73519.587,745,581624.275,1097,21578.3,102
723305391,Bucheon,38,55146.863,353,83516.757,474,128775.262,556,136054.133,394,64133.967,139
723442732,Buk-gu,77,145913.587,665,119197.472,765,152313.389,661,144535.448,508,123366.421,327
723461321,Yangcheon,61,139451.802,374,112938.183,330,106298.639,348,262722.047,512,149610.583,313
723494059,Seocho,39,56961.049,158,64988.027,269,69242.599,260,149749.295,412,150308.797,232
723612923,Yangcheon,37,0,0,0,0,4907.248,29,200244.965,166,25791.229,97
723751291,Yangcheon,39,82377.384,614,103670.893,619,103293.899,608,127134.442,561,47558.932,341
723855295,Suseong,62,43436.908,444,117139.181,864,88992.089,765,135455.522,866,50999.383,366
724002403,Songpa,48,13673.075,124,43951.195,139,102902.33,296,164459.962,371,49766.698,50
724095209,Cheongju,61,65104.409,756,79038.948,786,92194.642,770,126013.128,768,49865.436,433
724907881,Dalseo,56,74508.56,163,119239.483,178,188829.295,302,173980.703,453,83273.071,266
724991277,Nowon,43,0,0,0,0,191249.87,159,124121.05,103,77489.6,59
725079818,Seongdong,56,0,0,5.1,1,166.6,5,555708.1,19,601.7,15
725518117,Seongnam,45,346429.376,608,146431.519,279,150788.96,324,258367.86,270,245358.476,140
725554108,Guro,52,69433.83,696,87912.379,686,78149.988,726,132431.56,679,135683.66,337
725648271,Goyang,40,9868.9,75,8989.395,46,45617.403,74,124001.073,210,5217.1,39
725670267,Yangcheon,53,65039.211,416,59480.543,404,150306.983,434,131366.634,625,102990.235,194
726073471,Nam-gu,37,127561.443,274,111311.617,403,153449.891,493,178133.391,512,96558.223,269
726346407,Gangnam,61,21005.41,103,73756.323,191,71330.771,234,181713.647,344,56898.745,135
726377411,Gangnam,44,144239.085,608,175458.918,545,231571.33,553,175268.781,545,249516.735,284
726873221,Cheongju,57,36223.34,240,45737.05,206,98452.88,275,135298,415,36996.15,163
726890123,Cheongju,59,12114.39,150,13464.69,202,15610.35,276,152403.26,349,111294.1,181
727133081,Cheongju,53,108289.171,264,149787.288,581,150908.113,431,138273.997,440,51535.52,294
727328168,Daedeok,36,77070.41,144,129521.793,234,141415.937,293,149126.822,286,54596.562,168
